uuid,name,dob,sex,contact_info,job_id,num_course_taken,current_career_path_id,time_spent_hrs
1277,Heath Nixon,1961-04-06,N,"{""mailing_address"": ""999 Honey Squaw Place, Willows, North Carolina, 26665"", ""email"": ""heath2598@woohoo.com""}",4.0,15.0,7.0,22.73
1279,Allena Schneider,1986-06-12,F,"{""mailing_address"": ""783 Jagged Bluff, Alba, Michigan, 03683"", ""email"": ""allena_schneider443@hmail.com""}",4.0,1.0,5.0,10.41
1280,Brian Witt,1951-02-10,M,"{""mailing_address"": ""808 S Essex, Arizona Village, Maine, 40025"", ""email"": ""brian2676@coldmail.com""}",2.0,15.0,2.0,16.04
1281,Junior van Haarlem,1949-08-08,M,"{""mailing_address"": ""937 Amber Curve, Tipp, Mississippi, 50752"", ""email"": ""vanhaarlem2181@coldmail.com""}",6.0,0.0,1.0,7.75
1282,Minh Gavulik,1969-03-07,F,"{""mailing_address"": ""663 Crystal Cove, Lucas village, Oklahoma, 56602"", ""email"": ""minh_gavulik9513@hmail.com""}",3.0,12.0,1.0,6.86
1283,Jenni Costa,1988-10-06,N,"{""mailing_address"": ""114 Wagon Gateway, South Venice, Illinois, 84489"", ""email"": ""jenni9450@hmail.com""}",1.0,0.0,4.0,19.89
1285,Josette Hancock,1968-07-07,F,"{""mailing_address"": ""226 Essex Annex, New Canton, Iowa, 01590"", ""email"": ""josette1610@inlook.com""}",5.0,15.0,6.0,19.36
1286,Vernon Ris,1984-03-05,F,"{""mailing_address"": ""609 W Timber Harbor, Poplar, Oregon, 72845"", ""email"": ""vernon_ris9818@coldmail.com""}",3.0,11.0,10.0,3.26
1287,Shanti Bruijnen,1998-11-18,F,"{""mailing_address"": ""747 Emerald Apple Mill, Silas, Arkansas, 09973"", ""email"": ""shanti2792@woohoo.com""}",7.0,12.0,4.0,6.08
1289,Lettie Drinhuijzen,1960-08-19,F,"{""mailing_address"": ""313 Misty Pioneer, Tappan, Wyoming, 06569"", ""email"": ""lettie2554@hmail.com""}",6.0,15.0,8.0,14.75
1290,Oda Day,1969-12-04,F,"{""mailing_address"": ""155 Umber Peavey Arbor, Gadsden, Pennsylvania, 53029"", ""email"": ""oda_day8711@woohoo.com""}",2.0,11.0,3.0,5.45
1291,Christian Mcgrath,1977-01-30,M,"{""mailing_address"": ""P.O. Box 50709, Reklaw, Massachusetts, 16552"", ""email"": ""christian_mcgrath9684@inlook.com""}",3.0,5.0,4.0,10.83
1293,Minnie van Veen,1943-11-08,F,"{""mailing_address"": ""287 Red Island Land, Weirton, Louisiana, 08872"", ""email"": ""minnie_vanveen6567@inlook.com""}",5.0,6.0,10.0,14.74
1294,Horacio Drake,1962-06-19,M,"{""mailing_address"": ""P.O. Box 18710, Alberton, Texas, 39089"", ""email"": ""drake8174@hmail.com""}",1.0,8.0,7.0,20.0
1296,Joanne Vandersmissen,1982-01-04,F,"{""mailing_address"": ""702 Wishing Forest Passage, Claypool, North Dakota, 39198"", ""email"": ""vandersmissen5041@inlook.com""}",6.0,10.0,6.0,16.65
1297,Elmo Shaw,1980-05-21,M,"{""mailing_address"": ""458 Wishing Center Harbor, Lawrence Park, New York, 11753"", ""email"": ""shaw5644@inlook.com""}",6.0,14.0,4.0,3.89
1298,Leoma Kidd,1953-10-06,F,"{""mailing_address"": ""640 Green Pony, Mebane, Kansas, 61848"", ""email"": ""kidd8352@hmail.com""}",2.0,14.0,6.0,5.59
1300,Porter Campbell,1997-12-09,M,"{""mailing_address"": ""776 Dusty Forge Key, Le Roy village, Louisiana, 95154"", ""email"": ""porter1427@woohoo.com""}",6.0,5.0,4.0,5.46
1302,Roosevelt Sawyer,1957-09-29,M,"{""mailing_address"": ""P.O. Box 81769, Springborough, Florida, 08105"", ""email"": ""roosevelt_sawyer468@coldmail.com""}",3.0,7.0,10.0,12.26
1303,Noel Schutter,1987-09-02,M,"{""mailing_address"": ""398 Clear Fox, Lower Lake, Kansas, 59039"", ""email"": ""schutter3303@woohoo.com""}",6.0,2.0,5.0,5.93
1304,Kortney van Het kaar,1958-10-13,F,"{""mailing_address"": ""211 Dewy Ninth Approach, Bethesda, Georgia, 83967"", ""email"": ""vanhetkaar1919@hmail.com""}",7.0,2.0,4.0,0.13
1305,Titus Galvan,1945-11-27,M,"{""mailing_address"": ""387 Rustic Mountain Port, Kennett, Oklahoma, 97305"", ""email"": ""titus_galvan2536@hmail.com""}",4.0,0.0,1.0,7.07
1306,Fay Mathis,1959-05-05,F,"{""mailing_address"": ""P.O. Box 86345, Belcher, West Virginia, 13642"", ""email"": ""mathis2447@woohoo.com""}",4.0,6.0,7.0,12.21
1307,Rutha Mijzen,1970-10-21,F,"{""mailing_address"": ""682 NE Seventh, Morrisonville, Georgia, 14509"", ""email"": ""rutha_mijzen3253@coldmail.com""}",3.0,12.0,2.0,14.75
1308,Hai Pfeil,1991-01-04,N,"{""mailing_address"": ""359 Pine Bay, Kensett, Louisiana, 25604"", ""email"": ""hai2485@coldmail.com""}",1.0,7.0,5.0,15.35
1310,Buster Medina,1984-10-18,M,"{""mailing_address"": ""622 Heather Shore, Niles village, Maine, 29871"", ""email"": ""medina9507@hmail.com""}",1.0,1.0,7.0,23.87
1311,Luther de Leeuw,1964-06-04,M,"{""mailing_address"": ""954 Lost View, High Hill, Connecticut, 31661"", ""email"": ""deleeuw9362@hmail.com""}",2.0,0.0,6.0,1.23
1312,Antwan Thomson,1948-11-09,M,"{""mailing_address"": ""11 Circle Quay, Morada, Delaware, 10507"", ""email"": ""antwan_thomson5806@woohoo.com""}",6.0,11.0,3.0,12.9
1313,Brigid van Waay,1995-09-14,F,"{""mailing_address"": ""814 Emerald Common Freeway, Elma Center, Ohio, 96391"", ""email"": ""brigid_vanwaay898@hmail.com""}",2.0,2.0,4.0,18.91
1314,Shirely Cannon,1965-12-11,N,"{""mailing_address"": ""396 Lost Vista, Mountain Brook, Hawaii, 02635"", ""email"": ""cannon7651@inlook.com""}",5.0,5.0,1.0,19.38
1316,Buddy van Westrhenen,1958-04-02,M,"{""mailing_address"": ""750 Crystal Fillmore, Cedar Glen West, Kansas, 80104"", ""email"": ""buddy5389@hmail.com""}",1.0,9.0,9.0,26.28
1318,Basilia de Lang,2003-01-25,N,"{""mailing_address"": ""408 Easy Boulevard, Brecksville, Georgia, 91497"", ""email"": ""basilia_delang8195@hmail.com""}",8.0,0.0,9.0,27.06
1319,Layne van Leersum,1977-11-12,F,"{""mailing_address"": ""807 Heather Fort, Wheat Ridge, Colorado, 47912"", ""email"": ""layne_vanleersum5205@inlook.com""}",6.0,2.0,4.0,18.96
1320,Paris Quackenbosch,1948-02-26,M,"{""mailing_address"": ""987 Wagon Highlands, Lecompte, New York, 13258"", ""email"": ""paris9665@inlook.com""}",6.0,0.0,8.0,23.41
1321,Devon Berger,1987-01-09,M,"{""mailing_address"": ""136 SE Gate, North Judson, Idaho, 32988"", ""email"": ""berger6248@inlook.com""}",4.0,2.0,2.0,8.29
1322,Jennine Hampton,1947-12-12,N,"{""mailing_address"": ""P.O. Box 96290, Gideon, California, 30019"", ""email"": ""jennine4717@woohoo.com""}",2.0,6.0,6.0,18.23
1323,Richie Finch,1996-12-15,N,"{""mailing_address"": ""870 Sleepy Spring, New Canton, Delaware, 38550"", ""email"": ""finch5879@inlook.com""}",3.0,2.0,4.0,2.16
1324,Kasie Baker,1997-01-11,N,"{""mailing_address"": ""27 Quaking Timber Orchard, Howardwick, Virginia, 10757"", ""email"": ""kasie5026@woohoo.com""}",1.0,14.0,6.0,10.16
1325,Gabrielle Utrecht,1978-01-31,N,"{""mailing_address"": ""427 Hazy Circle, Lindsey village, New Hampshire, 25321"", ""email"": ""utrecht3103@woohoo.com""}",7.0,12.0,9.0,7.04
1326,Luther Voogd,1946-09-21,M,"{""mailing_address"": ""715 Silent Union, Biloxi, Oklahoma, 25676"", ""email"": ""voogd5202@woohoo.com""}",6.0,3.0,4.0,19.96
1328,Tammie Robbins,1980-08-23,F,"{""mailing_address"": ""359 Goose Arbor, Pico Rivera, Texas, 81689"", ""email"": ""tammie6102@coldmail.com""}",5.0,3.0,4.0,4.5
1329,Sal van Haren,1951-05-09,M,"{""mailing_address"": ""164 Round Knoll, Florissant, Kansas, 80367"", ""email"": ""vanharen7405@woohoo.com""}",6.0,13.0,2.0,12.27
1330,Benny van Triest,1959-09-15,M,"{""mailing_address"": ""512 Indian Chase, Soquel, North Dakota, 57489"", ""email"": ""benny6584@woohoo.com""}",4.0,7.0,10.0,2.3
1331,Sherman Barber,1963-06-14,N,"{""mailing_address"": ""871 Round Barn, Glen Lyon, Oregon, 93777"", ""email"": ""sherman3236@hmail.com""}",3.0,3.0,5.0,9.84
1332,Avis Wermeskerken,2001-10-28,F,"{""mailing_address"": ""81 Quaking Island Divide, Poplar village, New York, 66688"", ""email"": ""avis7022@inlook.com""}",1.0,10.0,4.0,17.48
1333,Lewis Long,1975-07-09,M,"{""mailing_address"": ""198 Mission Dam, Wolf Lake, Maine, 09365"", ""email"": ""lewis_long7078@inlook.com""}",3.0,9.0,10.0,15.25
1334,Lenora Elliott,1982-11-22,F,"{""mailing_address"": ""640 Wintergreen Plaza, Westhaven-Moonstone, Oregon, 42774"", ""email"": ""elliott767@woohoo.com""}",1.0,9.0,2.0,14.88
1335,Refugio Doorn,2002-02-06,F,"{""mailing_address"": ""P.O. Box 61736, Superior village, Louisiana, 43754"", ""email"": ""doorn7964@inlook.com""}",8.0,0.0,10.0,7.59
1336,Dylan Freeman,2001-09-02,M,"{""mailing_address"": ""880 Cedar Prairie, Waconia, Washington, 94917"", ""email"": ""dylan_freeman417@coldmail.com""}",7.0,4.0,3.0,7.34
1337,Gregory Gomez,1950-06-03,N,"{""mailing_address"": ""584 Common Viaduct, Barneston village, North Carolina, 24943"", ""email"": ""gregory_gomez675@coldmail.com""}",3.0,1.0,2.0,6.6
1338,Marianela Lyons,1979-09-06,F,"{""mailing_address"": ""953 Wishing Lawn, Tomball, New Mexico, 03031"", ""email"": ""lyons4285@woohoo.com""}",2.0,4.0,9.0,3.66
1339,Chara Rodriguez,1945-04-05,F,"{""mailing_address"": ""567 Old Well Swale, Salem, Massachusetts, 72683"", ""email"": ""rodriguez8736@woohoo.com""}",6.0,7.0,9.0,4.72
1340,Reanna Keiman,1987-06-05,F,"{""mailing_address"": ""946 Wishing Squaw Fair, Tabernash, Connecticut, 64774"", ""email"": ""reanna_keiman394@coldmail.com""}",3.0,5.0,3.0,7.61
1341,Shawnna Patton,1953-07-13,F,"{""mailing_address"": ""406 Silver Sixth, Sherwood village, Georgia, 70416"", ""email"": ""patton7821@hmail.com""}",2.0,8.0,9.0,32.71
1342,Garry Doorn,1952-08-31,M,"{""mailing_address"": ""P.O. Box 45930, Fern Park, Arkansas, 69222"", ""email"": ""doorn7420@hmail.com""}",4.0,1.0,4.0,13.01
1344,Sylvie Delaney,1954-03-24,F,"{""mailing_address"": ""505 Wishing Curve, Oakton, Hawaii, 00268"", ""email"": ""delaney1137@inlook.com""}",7.0,8.0,2.0,4.03
1345,Peter Dean,1975-07-26,M,"{""mailing_address"": ""900 Old Knoll, Shuqualak, Montana, 76906"", ""email"": ""dean1596@woohoo.com""}",4.0,8.0,2.0,12.38
1346,Colton Dircx,1981-03-07,M,"{""mailing_address"": ""456 SW Summit, League, North Carolina, 20452"", ""email"": ""colton_dircx1664@coldmail.com""}",3.0,3.0,7.0,26.54
1347,Valery Santos,1984-07-21,N,"{""mailing_address"": ""452 Harvest Embers Annex, Manasquan borough, Pennsylvania, 04195"", ""email"": ""valery2408@woohoo.com""}",2.0,0.0,9.0,0.23
1348,Veola Jepson,2003-04-10,F,"{""mailing_address"": ""90 Honey Bluff, Lochsloy, North Carolina, 40937"", ""email"": ""veola8329@inlook.com""}",8.0,2.0,10.0,12.94
1349,Jamel Dale,1972-12-15,M,"{""mailing_address"": ""696 Quiet Grove, South Weber, Indiana, 88063"", ""email"": ""jamel_dale9906@hmail.com""}",6.0,12.0,7.0,20.75
1350,Theron Young,1985-05-25,M,"{""mailing_address"": ""P.O. Box 75561, New Castle, Mississippi, 55674"", ""email"": ""young3262@inlook.com""}",2.0,9.0,7.0,22.15
1351,Berna Koks,1967-02-12,F,"{""mailing_address"": ""800 Embers Row, River Forest, South Dakota, 16422"", ""email"": ""berna_koks6976@woohoo.com""}",4.0,2.0,5.0,12.97
1352,Florencio Frey,1949-09-02,M,"{""mailing_address"": ""453 Foggy Place, Anthony, Alaska, 23076"", ""email"": ""florencio4180@hmail.com""}",3.0,13.0,6.0,3.75
1354,Kristina Slot,1961-12-23,F,"{""mailing_address"": ""787 W Harbor, Ellington, Wyoming, 79936"", ""email"": ""kristina_slot1835@coldmail.com""}",3.0,2.0,7.0,9.29
1355,Ike Irwin,1963-06-11,M,"{""mailing_address"": ""809 Cedar Lock Swale, Housatonic, Texas, 43771"", ""email"": ""irwin5292@coldmail.com""}",4.0,0.0,10.0,15.65
1356,Mohammed Nap,1959-01-03,M,"{""mailing_address"": ""784 Middle Summit, Plevna, Wyoming, 36627"", ""email"": ""mohammed585@hmail.com""}",2.0,8.0,8.0,20.84
1358,Norman Morton,1992-09-21,F,"{""mailing_address"": ""P.O. Box 23017, Clintwood, Oregon, 08788"", ""email"": ""norman_morton1749@woohoo.com""}",6.0,5.0,3.0,1.65
1359,Kathryne Hoyuers,1948-05-07,F,"{""mailing_address"": ""893 Silver Elk Quay, Ashton, Tennessee, 92196"", ""email"": ""kathryne_hoyuers688@inlook.com""}",5.0,3.0,4.0,20.84
1360,Quinton Piloo,1978-07-19,M,"{""mailing_address"": ""194 Round Parkway, Enumclaw, New Mexico, 38337"", ""email"": ""piloo7380@inlook.com""}",4.0,11.0,5.0,2.53
1361,Shona Bryan,1980-02-13,F,"{""mailing_address"": ""P.O. Box 83135, Panorama Village, Tennessee, 72089"", ""email"": ""shona_bryan7230@coldmail.com""}",3.0,11.0,10.0,8.3
1362,William Peterson,1974-12-17,M,"{""mailing_address"": ""176 Easy Robin, Wilsall, Kansas, 38375"", ""email"": ""peterson7788@hmail.com""}",5.0,4.0,1.0,17.77
1364,Giovanni van Eldik,1971-07-12,N,"{""mailing_address"": ""411 Rise Underpass, Alorton village, Montana, 00336"", ""email"": ""giovanni165@coldmail.com""}",4.0,14.0,4.0,11.47
1365,Randell de Blanck,1987-10-03,N,"{""mailing_address"": ""387 Round Pond, Burt, Oregon, 92434"", ""email"": ""deblanck519@hmail.com""}",4.0,11.0,4.0,0.0
1366,Donna Hack,1985-06-01,F,"{""mailing_address"": ""280 Oak Place, Childersburg, Tennessee, 15628"", ""email"": ""donna_hack3217@coldmail.com""}",1.0,5.0,10.0,1.64
1367,Ryan Warner,1980-10-13,M,"{""mailing_address"": ""153 Mountain Point, Lake Crystal, California, 21179"", ""email"": ""warner725@inlook.com""}",3.0,0.0,1.0,3.59
1368,Chung Vernede,1974-12-23,M,"{""mailing_address"": ""599 Old Junction, South Brooksville, Hawaii, 65370"", ""email"": ""vernede8321@woohoo.com""}",5.0,5.0,3.0,8.87
1369,Abby Wissink,1964-10-13,F,"{""mailing_address"": ""613 Green Forest Vista, Epes, Louisiana, 44133"", ""email"": ""abby6827@hmail.com""}",5.0,6.0,1.0,1.16
1370,Henrietta Ferdinandus,2000-09-18,N,"{""mailing_address"": ""128 Mountain Fair, Calabash, California, 01216"", ""email"": ""henrietta5863@hmail.com""}",7.0,5.0,7.0,19.58
1371,Carie Jefferson,1977-05-10,F,"{""mailing_address"": ""811 Cedar Fox Route, Teachey, Alabama, 34290"", ""email"": ""jefferson7710@inlook.com""}",5.0,15.0,5.0,10.19
1372,Steve Preys,1945-10-26,M,"{""mailing_address"": ""230 Dusty Horse, Lexington-Fayette, New Jersey, 81847"", ""email"": ""preys7811@coldmail.com""}",3.0,5.0,4.0,14.19
1373,Maud Rosieu,1970-01-05,N,"{""mailing_address"": ""841 Maple Trace, Senatobia, Tennessee, 85886"", ""email"": ""rosieu5766@woohoo.com""}",2.0,6.0,4.0,9.37
1374,Lacresha Kerkhof,1979-07-13,N,"{""mailing_address"": ""227 Fallen Branch Stead, Maskell village, Indiana, 30413"", ""email"": ""lacresha6579@hmail.com""}",3.0,0.0,8.0,20.21
1375,Rachel Stark,1991-12-21,F,"{""mailing_address"": ""45 Broad Lock Ridge, Winter Haven, Nevada, 06796"", ""email"": ""rachel126@inlook.com""}",5.0,12.0,7.0,11.63
1376,Chase van Ooyen,1971-05-13,M,"{""mailing_address"": ""P.O. Box 27629, Chautauqua, Michigan, 56483"", ""email"": ""chase9571@woohoo.com""}",7.0,6.0,5.0,18.9
1377,Estela Zwanenburg,2001-11-27,F,"{""mailing_address"": ""655 River Vale, Shokan, Nebraska, 94829"", ""email"": ""zwanenburg3794@coldmail.com""}",7.0,4.0,9.0,33.05
1379,Deidra Nio,1952-04-19,F,"{""mailing_address"": ""550 Harvest Forest Viaduct, Silverdale borough, New Hampshire, 18933"", ""email"": ""deidra9706@woohoo.com""}",7.0,0.0,8.0,26.73
1380,Ena Walter,1984-02-07,F,"{""mailing_address"": ""381 Iron Embers Causeway, Lincolnville, New Hampshire, 88429"", ""email"": ""walter2873@inlook.com""}",4.0,4.0,6.0,4.9
1381,Piedad Dixon,1971-06-24,F,"{""mailing_address"": ""P.O. Box 44690, Paterson, Washington, 55369"", ""email"": ""dixon5575@hmail.com""}",7.0,11.0,8.0,17.47
1382,Pete Mccoy,1951-08-29,N,"{""mailing_address"": ""P.O. Box 21999, Middleburgh village, New Jersey, 66124"", ""email"": ""pete4927@hmail.com""}",6.0,7.0,10.0,12.15
1383,Sherrie Cortland,1987-06-29,F,"{""mailing_address"": ""822 Silent Heights, Elk Park, Hawaii, 77986"", ""email"": ""sherrie_cortland3594@coldmail.com""}",3.0,15.0,9.0,7.63
1384,Seth Preys,1944-12-01,M,"{""mailing_address"": ""797 Jagged Crossing, Frenchburg, Massachusetts, 57677"", ""email"": ""seth8063@hmail.com""}",7.0,12.0,5.0,0.77
1385,Lillia Lynch,1947-07-23,F,"{""mailing_address"": ""687 Heather Land, Advance, New Mexico, 63374"", ""email"": ""lillia508@hmail.com""}",4.0,15.0,2.0,10.27
1386,Lyndon van Gravendijk,2002-08-30,M,"{""mailing_address"": ""349 Indian Pathway, Ottawa, Colorado, 45924"", ""email"": ""lyndon_vangravendijk8007@woohoo.com""}",8.0,0.0,4.0,25.24
1388,Danial Valk,1965-12-17,M,"{""mailing_address"": ""P.O. Box 69754, Little Flock, Washington, 54184"", ""email"": ""danial6520@woohoo.com""}",2.0,9.0,1.0,1.51
1389,Melodi Lapperre,2001-01-05,F,"{""mailing_address"": ""897 Jagged Ridge, Homerborough, Texas, 55740"", ""email"": ""lapperre960@woohoo.com""}",5.0,3.0,8.0,25.14
1391,Milo Blackwell,1966-05-19,M,"{""mailing_address"": ""737 E Mission Ledge, Grand Ledge, Michigan, 76133"", ""email"": ""blackwell2301@hmail.com""}",3.0,6.0,9.0,27.15
1392,Johnathon Valenzuela,2003-03-16,M,"{""mailing_address"": ""311 Thunder Embers, Shoals, Missouri, 29052"", ""email"": ""johnathon_valenzuela1234@woohoo.com""}",8.0,8.0,7.0,3.48
1393,Alix Marsh,1983-03-18,F,"{""mailing_address"": ""18 SE Mission Mews, Trevorton, Maryland, 35018"", ""email"": ""alix_marsh9278@coldmail.com""}",2.0,14.0,5.0,0.74
1394,Jerome Griffin,1954-09-12,M,"{""mailing_address"": ""318 Cinder Valley, San Benito, Rhode Island, 11609"", ""email"": ""jerome_griffin3096@woohoo.com""}",1.0,9.0,1.0,20.52
1395,Perry Bowman,1962-03-30,F,"{""mailing_address"": ""634 Dusty Fillmore Drive, Cold Spring village, Texas, 04959"", ""email"": ""perry_bowman3734@inlook.com""}",2.0,8.0,3.0,6.18
1397,Eleni Snuif,1968-12-27,N,"{""mailing_address"": ""479 Rustic Spur, Union Springs, Indiana, 83661"", ""email"": ""eleni_snuif4635@inlook.com""}",6.0,0.0,7.0,20.54
1398,Valrie Stanley,1953-10-23,F,"{""mailing_address"": ""670 Rise Valley, Ayrshire, Florida, 68372"", ""email"": ""stanley3592@woohoo.com""}",4.0,11.0,5.0,2.17
1399,Melisa Walraven,1981-02-13,F,"{""mailing_address"": ""817 Rocky Drive, Twain Harte, Maine, 84295"", ""email"": ""melisa_walraven2657@coldmail.com""}",7.0,15.0,2.0,13.4
1400,Devorah Gillespie,1969-03-11,F,"{""mailing_address"": ""783 Cozy Rise Annex, Oscoda, Washington, 90457"", ""email"": ""devorah5046@woohoo.com""}",2.0,8.0,9.0,28.33
1401,Stacia Siimmons,1964-12-19,F,"{""mailing_address"": ""481 NW Butterfly, Arion, Colorado, 39228"", ""email"": ""siimmons981@woohoo.com""}",3.0,15.0,3.0,2.7
1402,Kermit Whitfield,1968-02-19,M,"{""mailing_address"": ""278 Clear End, South Dennis, Missouri, 50880"", ""email"": ""kermit_whitfield301@inlook.com""}",7.0,13.0,7.0,8.97
1403,Caitlin Novak,1994-12-10,F,"{""mailing_address"": ""746 Thunder Third, Blanca, North Dakota, 56815"", ""email"": ""caitlin355@hmail.com""}",1.0,4.0,6.0,17.27
1404,Gil Houston,1945-10-06,M,"{""mailing_address"": ""735 Eighth Route, Royalton village, Connecticut, 20921"", ""email"": ""gil_houston3936@woohoo.com""}",4.0,3.0,5.0,18.06
1405,Odis Rivers,2003-08-07,M,"{""mailing_address"": ""449 High Wintergreen Terrace, Nitro, Nebraska, 03351"", ""email"": ""odis_rivers1785@inlook.com""}",8.0,15.0,9.0,5.84
1407,Ruben Herder,1959-09-29,M,"{""mailing_address"": ""586 Rocky Turnpike, Delano, Michigan, 50318"", ""email"": ""herder2190@coldmail.com""}",5.0,12.0,5.0,10.76
1409,Lance Lang,1957-08-26,M,"{""mailing_address"": ""562 Amber Pike, Millheim borough, Maryland, 24923"", ""email"": ""lance1897@coldmail.com""}",1.0,13.0,8.0,6.24
1411,Meggan Roodnat,1999-05-21,F,"{""mailing_address"": ""771 Silent Lock Driveway, Clearwater, Kentucky, 37581"", ""email"": ""roodnat8482@hmail.com""}",4.0,10.0,10.0,10.42
1412,Giovanni de Jager,1989-05-29,M,"{""mailing_address"": ""45 Burning Embers Trafficway, Kirtland, North Carolina, 17681"", ""email"": ""giovanni_dejager5834@woohoo.com""}",6.0,8.0,8.0,23.25
1413,Charlette van Batenburg,1959-04-20,F,"{""mailing_address"": ""694 Sunny Beacon Falls, Longview, Massachusetts, 56811"", ""email"": ""charlette1323@hmail.com""}",6.0,3.0,3.0,5.14
1414,Ronni Hensley,1977-12-21,F,"{""mailing_address"": ""532 Round Freeway, Pilot Mound, Maine, 26689"", ""email"": ""hensley7506@woohoo.com""}",7.0,1.0,5.0,17.95
1415,Dot Welch,1943-09-03,N,"{""mailing_address"": ""454 Honey Wagon Walk, Kernersville, Texas, 93695"", ""email"": ""dot_welch4500@inlook.com""}",6.0,5.0,8.0,9.41
1416,Federico Bowers,1946-04-24,N,"{""mailing_address"": ""P.O. Box 64388, Oscoda, Massachusetts, 67999"", ""email"": ""federico_bowers2621@woohoo.com""}",2.0,11.0,6.0,10.3
1417,Genia Rowe,1963-06-27,F,"{""mailing_address"": ""27 View Causeway, Elkhart village, Connecticut, 77070"", ""email"": ""genia7692@inlook.com""}",1.0,14.0,5.0,18.57
1418,Rebekah Splinter,1975-03-03,F,"{""mailing_address"": ""P.O. Box 25358, Hickory Flat, Montana, 90032"", ""email"": ""splinter6462@woohoo.com""}",2.0,2.0,4.0,6.75
1420,Mohamed Gregory,1952-08-24,M,"{""mailing_address"": ""475 Iron Street, Gurnee village, Kentucky, 51319"", ""email"": ""mohamed_gregory5894@hmail.com""}",3.0,10.0,10.0,12.65
1421,Patricia Knapp,1972-09-14,F,"{""mailing_address"": ""119 Misty Berry, Haven, California, 01942"", ""email"": ""patricia2543@woohoo.com""}",3.0,0.0,8.0,12.39
1422,Johanne van der Beek,1977-08-28,F,"{""mailing_address"": ""250 Cotton Vale, Norris village, Alabama, 97781"", ""email"": ""johanne4586@coldmail.com""}",3.0,11.0,3.0,10.37
1423,Delbert van Stockum,1990-08-21,M,"{""mailing_address"": ""P.O. Box 72073, Macksville, New York, 47132"", ""email"": ""delbert8849@hmail.com""}",1.0,1.0,4.0,14.36
1424,Eryn Cornelisz,2001-08-12,F,"{""mailing_address"": ""423 Umber Fox, Pigeon village, Tennessee, 98421"", ""email"": ""eryn_cornelisz6686@inlook.com""}",3.0,12.0,8.0,25.16
1425,Lacey van Est,1971-04-02,F,"{""mailing_address"": ""130 Fox Port, Auburn borough, Delaware, 67149"", ""email"": ""lacey1973@coldmail.com""}",6.0,12.0,7.0,1.7
1426,Clifton Newman,1979-08-30,M,"{""mailing_address"": ""980 Fifth Bypass, East Orange, Florida, 11067"", ""email"": ""clifton3751@coldmail.com""}",1.0,0.0,8.0,21.15
1428,Yuette Thomas,1947-01-02,N,"{""mailing_address"": ""672 E Perkins, Garden Grove, Florida, 80790"", ""email"": ""thomas3542@hmail.com""}",5.0,15.0,1.0,13.09
1429,Deandrea Groenewout,1989-07-22,F,"{""mailing_address"": ""694 Foggy Zephyr Bay, Carnegie borough, Maryland, 62992"", ""email"": ""groenewout4414@woohoo.com""}",5.0,5.0,7.0,2.57
1430,Shonta van Bolswaert,1966-10-30,F,"{""mailing_address"": ""651 E Track, Sedona, Arizona, 65538"", ""email"": ""vanbolswaert1776@inlook.com""}",7.0,10.0,9.0,12.61
1431,Andy van Imbyze,1986-04-11,M,"{""mailing_address"": ""269 Rustic Mission Route, Euclid, Oklahoma, 79569"", ""email"": ""vanimbyze6329@coldmail.com""}",1.0,5.0,8.0,9.59
1432,Dave Santana,1973-02-16,N,"{""mailing_address"": ""116 NE Sixth, Oakland, Iowa, 10472"", ""email"": ""dave7955@hmail.com""}",1.0,5.0,7.0,14.82
1433,Ellis Nedermyer,1962-02-26,N,"{""mailing_address"": ""128 Wall Mount, Palo, Arizona, 55946"", ""email"": ""ellis_nedermyer5343@woohoo.com""}",7.0,6.0,4.0,13.11
1434,Ashleigh Gates,1945-10-25,F,"{""mailing_address"": ""770 Brook Walk, Redwood, South Carolina, 65247"", ""email"": ""gates6637@hmail.com""}",3.0,10.0,4.0,4.25
1435,Margy Jepson,1953-06-16,N,"{""mailing_address"": ""738 Quaking Mews, Cashmere, Mississippi, 27115"", ""email"": ""jepson6066@hmail.com""}",2.0,12.0,8.0,15.68
1436,Floyd Mckenzie,1989-05-22,M,"{""mailing_address"": ""426 Emerald Mall Cove, Skidmore, South Dakota, 83630"", ""email"": ""floyd6438@coldmail.com""}",5.0,9.0,4.0,17.37
1437,Everett Benedictus,1947-04-03,M,"{""mailing_address"": ""945 Goose Beach, Sandwich, West Virginia, 39618"", ""email"": ""everett5936@woohoo.com""}",7.0,10.0,2.0,5.32
1439,Darren van Couwenhoven,1946-03-03,M,"{""mailing_address"": ""512 Green Dale Path, Pulaski village, South Carolina, 92694"", ""email"": ""darren_vancouwenhoven3713@coldmail.com""}",1.0,13.0,8.0,27.27
1440,Cristobal Timmer,1995-12-12,M,"{""mailing_address"": ""894 Misty Station, West Elkton village, Georgia, 82344"", ""email"": ""cristobal_timmer3935@woohoo.com""}",6.0,15.0,2.0,20.28
1441,Shakia Ris,1944-02-04,F,"{""mailing_address"": ""939 Bluff Promenade, Church Rock, Connecticut, 72215"", ""email"": ""ris2437@inlook.com""}",6.0,14.0,10.0,12.57
1442,Patrice van Rosmalen,1985-07-14,F,"{""mailing_address"": ""271 Velvet Hickory Place, Galena Park, Ohio, 54513"", ""email"": ""vanrosmalen4761@inlook.com""}",1.0,15.0,8.0,21.95
